url,domain,status,bucket,final_url,content_type,source_page_count,source_pages,error
https://omenana.com/omenana-submissions/,omenana.com,200,REACHABLE,https://omenana.com/omenana-submissions/,text/html; charset=UTF-8,1,/make-money/writing/omenana/,
https://oriire.com/join,oriire.com,200,REACHABLE,https://oriire.com/join,text/html; charset=utf-8,1,/make-money/writing/oriire/,
https://oriire.com/submissions,oriire.com,200,REACHABLE,https://oriire.com/submissions,text/html; charset=utf-8,1,/make-money/writing/oriire/,
https://outlier.ai,outlier.ai,200,REACHABLE,https://outlier.ai,text/html,2,/make-money/make-money-online-nigeria/ | /make-money/remote-work/,
https://overland.org.au/2026/07/rates-increase/,overland.org.au,200,REACHABLE,https://overland.org.au/2026/07/rates-increase/,text/html; charset=UTF-8,2,/make-money/writing/overland-fiction/ | /make-money/writing/overland-online/,
https://overland.org.au/submit/fiction-submissions/,overland.org.au,200,REACHABLE,https://overland.org.au/submit/fiction-submissions/,text/html; charset=UTF-8,1,/make-money/writing/overland-fiction/,
https://overland.org.au/submit/nonfiction-submissions/,overland.org.au,200,REACHABLE,https://overland.org.au/submit/nonfiction-submissions/,text/html; charset=UTF-8,1,/make-money/writing/overland-online/,
https://overland.org.au/submit/pitch-to-overland/,overland.org.au,200,REACHABLE,https://overland.org.au/submit/pitch-to-overland/,text/html; charset=UTF-8,1,/make-money/writing/overland-online/,
https://overland.submittable.com/submit/19452,overland.submittable.com,206,REACHABLE,https://overland.submittable.com/submit/19452/online-articles-non-subscribers,text/html; charset=utf-8,1,/make-money/writing/overland-online/,
https://overland.submittable.com/submit/8320/fiction-for-overland-234-non-subscribers,overland.submittable.com,200,REACHABLE,https://accounts.submittable.com/u/login/identifier?state=hqFo2SBRN3g2ODF0dVlJYVhDWDlaaVkweXN3Ym5TaVNlaFRjM6Fur3VuaXZlcnNhbC1sb2dpbqN0aWTZIDFjSmF1MzVyb0FlNGdwdkRNM3htSVlGLXBZTlNuRTNao2NpZNkgRmZpZ1l1TFp1VFVQdkNKQktxWlBOcHIzMzBtRk1lM3Olb3JnaWS0b3JnX3JNMElmdVFIWEJpY3NKTE6nb3JnbmFtZdksZ21zLWY0NGExMzk2LTI5MDAtNGI4Mi1hOWE5LWRhMzliN2I0MzI3OS1lbXA,text/html; charset=utf-8,1,/make-money/writing/overland-fiction/,
https://psyche.co/pitch,psyche.co,200,REACHABLE,https://psyche.co/pitch,text/html; charset=utf-8,1,/make-money/writing/psyche-first-person/,
https://remoteok.com,remoteok.com,200,REACHABLE,https://remoteok.com,text/html; charset=UTF-8,1,/make-money/coding/,
https://remotive.com,remotive.com,206,REACHABLE,https://remotive.com,text/html; charset=utf-8,1,/make-money/coding/,
https://restofworld.org/about/how-to-pitch-rest-of-world/,restofworld.org,200,REACHABLE,https://restofworld.org/about/how-to-pitch-rest-of-world/,text/html; charset=UTF-8,1,/make-money/writing/rest-of-world/,
https://restofworld.org/about/team/,restofworld.org,200,REACHABLE,https://restofworld.org/about/team/,text/html; charset=UTF-8,1,/make-money/writing/rest-of-world/,
https://rpublc.com/submissions,rpublc.com,200,REACHABLE,https://rpublc.com/submissions,text/html; charset=utf-8,1,/make-money/writing/the-republic/,
https://rpublc.com/submissions#pitch,rpublc.com,200,REACHABLE,https://rpublc.com/submissions,text/html; charset=utf-8,1,/make-money/writing/the-republic/,
https://support.upwork.com/hc/en-us/articles/211062538-Learn-about-the-Freelancer-Service-Fee,support.upwork.com,206,REACHABLE,https://support.upwork.com/hc/en-us/articles/211062538-Learn-about-the-Freelancer-Service-Fee,text/html; charset=utf-8,1,/make-money/freelance-platform-fees-explained/,
https://surgehq.ai,surgehq.ai,200,REACHABLE,https://surgehq.ai,text/html; charset=utf-8,1,/make-money/remote-work/,
https://thelagosreview.ng/call-for-essay-submissions-writing-loss-grief/,thelagosreview.ng,200,REACHABLE,https://thelagosreview.ng/call-for-essay-submissions-writing-loss-grief/,text/html; charset=UTF-8,1,/make-money/writing/the-lagos-review/,
https://themarkaz.org/submissions/,themarkaz.org,200,REACHABLE,https://themarkaz.org/submissions/,text/html; charset=UTF-8,1,/make-money/writing/markaz-review/,
https://theoffingmag.com/submit/submission_guidelines/,theoffingmag.com,206,REACHABLE,https://theoffingmag.com/submit/submission_guidelines/,text/html; charset=UTF-8,1,/make-money/writing/the-offing-wit-tea/,
https://theoffingmag.submittable.com/submit,theoffingmag.submittable.com,206,REACHABLE,https://theoffingmag.submittable.com/submit,text/html; charset=utf-8,1,/make-money/writing/the-offing-wit-tea/,
https://therumpus.net/about/,therumpus.net,200,REACHABLE,https://therumpus.net/about/,text/html; charset=UTF-8,1,/make-money/writing/the-rumpus-essays/,
https://therumpus.submittable.com/submit,therumpus.submittable.com,206,REACHABLE,https://therumpus.submittable.com/submit,text/html; charset=utf-8,2,/make-money/writing/the-rumpus-el-alboroto/ | /make-money/writing/the-rumpus-essays/,
https://therumpus.submittable.com/submit/352155/el-alboroto,therumpus.submittable.com,206,REACHABLE,https://therumpus.submittable.com/submit/352155/el-alboroto,text/html; charset=utf-8,1,/make-money/writing/the-rumpus-el-alboroto/,
https://thewalrus.ca/about/submissions/,thewalrus.ca,206,REACHABLE,https://thewalrus.ca/about/submissions/,text/html; charset=UTF-8,1,/make-money/writing/walrus-essays/,
https://toloka.ai,toloka.ai,200,REACHABLE,https://toloka.ai,text/html,1,/make-money/remote-work/,
https://uncannymagazine.moksha.io/publication/3,uncannymagazine.moksha.io,200,REACHABLE,https://uncannymagazine.moksha.io/publication/3,text/html; charset=utf-8,1,/make-money/writing/uncanny-poetry/,
https://uncannymagazine.moksha.io/publication/uncanny-magazine,uncannymagazine.moksha.io,200,REACHABLE,https://uncannymagazine.moksha.io/publication/uncanny-magazine,text/html; charset=utf-8,1,/make-money/writing/uncanny-fiction/,
https://wellfound.com,wellfound.com,206,REACHABLE,https://wellfound.com,text/html; charset=utf-8,1,/make-money/coding/,
https://weworkremotely.com,weworkremotely.com,200,REACHABLE,https://weworkremotely.com,text/html; charset=utf-8,1,/make-money/coding/,
https://wordswithoutborders.org/submissions/,wordswithoutborders.org,200,REACHABLE,https://wordswithoutborders.org/submissions/,text/html; charset=UTF-8,1,/make-money/writing/words-without-borders-reviews/,
https://work.mercor.com,work.mercor.com,200,REACHABLE,https://work.mercor.com,text/html; charset=utf-8,1,/make-money/remote-work/,
https://www.americasquarterly.org/contact/,www.americasquarterly.org,206,REACHABLE,https://www.americasquarterly.org/contact/,text/html; charset=UTF-8,1,/make-money/writing/americas-quarterly/,
https://www.arc.dev,www.arc.dev,200,REACHABLE,https://arc.dev/,text/html; charset=utf-8,1,/make-money/coding/,
https://www.beneath-ceaseless-skies.com/submissions/,www.beneath-ceaseless-skies.com,200,REACHABLE,https://beneath-ceaseless-skies.com/submissions/,text/html; charset=UTF-8,1,/make-money/writing/beneath-ceaseless-skies/,
https://www.chickensoup.com/story-submissions/faq,www.chickensoup.com,200,REACHABLE,https://www.chickensoup.com/story-submissions/faq,text/html,1,/make-money/writing/chicken-soup/,
https://www.chickensoup.com/story-submissions/possible-book-topics,www.chickensoup.com,200,REACHABLE,https://www.chickensoup.com/story-submissions/possible-book-topics,text/html,1,/make-money/writing/chicken-soup/,
https://www.chickensoup.com/story-submissions/story-guidelines,www.chickensoup.com,200,REACHABLE,https://www.chickensoup.com/story-submissions/story-guidelines,text/html,1,/make-money/writing/chicken-soup/,
https://www.chickensoup.com/story-submissions/submit-your-story,www.chickensoup.com,200,REACHABLE,https://www.chickensoup.com/story-submissions/submit-your-story,text/html,1,/make-money/writing/chicken-soup/,
https://www.clickworker.com,www.clickworker.com,200,REACHABLE,https://www.clickworker.com,text/html; charset=UTF-8,1,/make-money/remote-work/,
https://www.climatechangenews.com/about/write-for-us/,www.climatechangenews.com,200,REACHABLE,https://www.climatechangenews.com/about/write-for-us/,text/html; charset=UTF-8,1,/make-money/writing/climate-home-news/,
https://www.cntraveler.com/info/how-to-pitch-conde-nast-traveler,www.cntraveler.com,206,REACHABLE,https://www.cntraveler.com/info/how-to-pitch-conde-nast-traveler,text/html; charset=utf-8,1,/make-money/writing/conde-nast-traveler/,
https://www.codeable.io,www.codeable.io,200,REACHABLE,https://www.codeable.io,text/html; charset=UTF-8,1,/make-money/coding/,
https://www.codementor.io,www.codementor.io,202,REACHABLE,https://www.codementor.io,text/html; charset=UTF-8,1,/make-money/coding/,
https://www.crossover.com,www.crossover.com,200,REACHABLE,https://www.crossover.com,text/html,1,/make-money/coding/,
https://www.dataannotation.tech,www.dataannotation.tech,200,REACHABLE,https://www.dataannotation.tech,text/html; charset=utf-8,1,/make-money/remote-work/,
https://www.fiverr.com,www.fiverr.com,200,REACHABLE,https://www.fiverr.com,text/html; charset=utf-8,1,/make-money/coding/,
https://www.fiverr.com/legal-portal/legal-terms/payment-terms-of-service,www.fiverr.com,200,REACHABLE,https://www.fiverr.com/legal-portal/legal-terms/payment-terms-of-service,text/html; charset=utf-8,1,/make-money/freelance-platform-fees-explained/,
https://www.freelancer.com,www.freelancer.com,206,REACHABLE,https://www.freelancer.com,text/html; charset=utf-8,1,/make-money/coding/,
https://www.griffithreview.com/for-writers/,www.griffithreview.com,200,REACHABLE,https://www.griffithreview.com/for-writers/,text/html; charset=UTF-8,1,/make-money/writing/griffith-review-bodies/,
https://www.himalmag.com/submission-guidelines/,www.himalmag.com,206,REACHABLE,https://www.himalmag.com/submission-guidelines/,text/html; charset=utf-8,1,/make-money/writing/himal-southasian/,
https://www.khoreomag.com/submissions-fiction/,www.khoreomag.com,200,REACHABLE,https://www.khoreomag.com/submissions-fiction/,text/html; charset=UTF-8,1,/make-money/writing/khoreo-fiction/,
https://www.khoreomag.com/submissions/,www.khoreomag.com,200,REACHABLE,https://www.khoreomag.com/submissions/,text/html; charset=UTF-8,1,/make-money/writing/khoreo-fiction/,
https://www.mcsweeneys.net/pages/guidelines-for-web-submissions,www.mcsweeneys.net,200,REACHABLE,https://www.mcsweeneys.net/pages/guidelines-for-web-submissions,text/html; charset=utf-8,1,/make-money/writing/mcsweeneys/,
https://www.micro1.ai,www.micro1.ai,200,REACHABLE,https://www.micro1.ai,text/html; charset=utf-8,1,/make-money/remote-work/,
https://www.noemamag.com/about-noema/,www.noemamag.com,206,REACHABLE,https://www.noemamag.com/about-noema/,text/html; charset=UTF-8,1,/make-money/writing/noema/,
https://www.noemamag.com/contact/,www.noemamag.com,206,REACHABLE,https://www.noemamag.com/contact/,text/html; charset=UTF-8,1,/make-money/writing/noema/,
https://www.oneforma.com,www.oneforma.com,200,REACHABLE,https://www.oneforma.com,text/html; charset=UTF-8,1,/make-money/remote-work/,
https://www.peopleperhour.com,www.peopleperhour.com,202,REACHABLE,https://www.peopleperhour.com,text/html; charset=UTF-8,1,/make-money/coding/,
https://www.prolific.com,www.prolific.com,200,REACHABLE,https://www.prolific.com,text/html; charset=utf-8,2,/make-money/make-money-online-nigeria/ | /make-money/remote-work/,
https://www.remotasks.com,www.remotasks.com,200,REACHABLE,https://www.remotasks.com/en,text/html; charset=utf-8,2,/make-money/make-money-online-nigeria/ | /make-money/remote-work/,
https://www.sama.com,www.sama.com,200,REACHABLE,https://www.sama.com,text/html; charset=utf-8,1,/make-money/remote-work/,
https://www.telusinternational.com,www.telusinternational.com,200,REACHABLE,https://www.telusdigital.com/,text/html; charset=utf-8,1,/make-money/remote-work/,
https://www.thenewhumanitarian.org/about-us/pitch-us-a-story,www.thenewhumanitarian.org,206,REACHABLE,https://www.thenewhumanitarian.org/about-us/pitch-us-a-story,text/html; charset=utf-8,1,/make-money/writing/new-humanitarian/,
https://www.toptal.com,www.toptal.com,206,REACHABLE,https://www.toptal.com,text/html; charset=utf-8,1,/make-money/coding/,
https://www.turing.com,www.turing.com,200,REACHABLE,https://www.turing.com,text/html; charset=utf-8,1,/make-money/coding/,
https://www.uncannymagazine.com/submissions/,www.uncannymagazine.com,200,REACHABLE,https://www.uncannymagazine.com/submissions/,text/html; charset=UTF-8,2,/make-money/writing/uncanny-fiction/ | /make-money/writing/uncanny-poetry/,
https://www.usebraintrust.com,www.usebraintrust.com,200,REACHABLE,https://www.usebraintrust.com,text/html; charset=utf-8,1,/make-money/coding/,
https://www.voices.com,www.voices.com,200,REACHABLE,https://www.voices.com,text/html; charset=UTF-8,1,/make-money/remote-work/,
https://www.vox.com/how-to-pitch-vox-pitching-guidelines,www.vox.com,206,REACHABLE,https://www.vox.com/how-to-pitch-vox-pitching-guidelines,text/html; charset=utf-8,3,/make-money/writing/vox-climate/ | /make-money/writing/vox-first-person/ | /make-money/writing/vox-future-perfect/,
https://www.wasafiri.org/submit/,www.wasafiri.org,200,REACHABLE,https://wasafiri.org/submit/,text/html; charset=utf-8,1,/make-money/writing/wasafiri-interviews/,
https://www.welocalize.com,www.welocalize.com,206,REACHABLE,https://www.welocalize.com,text/html; charset=UTF-8,1,/make-money/remote-work/,
https://analog.magazinesubmissions.com/,analog.magazinesubmissions.com,,TRANSPORT_UNKNOWN,,,2,/make-money/writing/analog-fact/ | /make-money/writing/analog-fiction/,"ClientConnectorCertificateError: Cannot connect to host analog.magazinesubmissions.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'analog.magazinesubmissions.com'. (_ssl.c:1032)"")]"
https://asimovs.magazinesubmissions.com/,asimovs.magazinesubmissions.com,,TRANSPORT_UNKNOWN,,,1,/make-money/writing/asimovs-fiction/,"ClientConnectorCertificateError: Cannot connect to host asimovs.magazinesubmissions.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'asimovs.magazinesubmissions.com'. (_ssl.c:1032)"")]"
https://strangehorizons.com/wordpress/submit/fiction-submission-guidelines/,strangehorizons.com,,TRANSPORT_UNKNOWN,,,1,/make-money/writing/strange-horizons-fiction/,SocketTimeoutError: Timeout on reading data from socket
https://www.crowdgen.com,www.crowdgen.com,,TRANSPORT_UNKNOWN,,,1,/make-money/remote-work/,"ClientConnectorCertificateError: Cannot connect to host www.crowdgen.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.crowdgen.com'. (_ssl.c:1032)"")]"
https://www.fiverr.com/legal-portal/legal-terms/terms-of-service,www.fiverr.com,,TRANSPORT_UNKNOWN,,,1,/make-money/freelance-platform-fees-explained/,"ClientResponseError: 400, message=""Got more than 8190 bytes when reading: b'child-src fast.wistia.net intercom-sheets.com player.vimeo.com www.intercom-reporting.com www.youtub...'."", url='https://www.fiverr.com/legal-portal/legal-terms/terms-of-service'"
https://www.flexjobs.com,www.flexjobs.com,,TRANSPORT_UNKNOWN,,,1,/make-money/coding/,SocketTimeoutError: Timeout on reading data from socket
