route,family,title,source_main_words,in_sitemap,html_inlinks_all_pages,discovery_class,current_state,proposed_action,priority,reason
/sports/bundesliga/reports/elversberg-vs-leverkusen/,sports match report,SV Elversberg 3-2 Bayer Leverkusen: Result & Scorers | BRYME,72,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/bundesliga/reports/freiburg-vs-werder/,sports match report,SC Freiburg 4-1 Werder Bremen: Result & Scorers | BRYME,71,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/bundesliga/reports/koln-vs-hoffenheim/,sports match report,1. FC Köln 3-2 TSG Hoffenheim: Result & Scorers | BRYME,75,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/bundesliga/reports/leipzig-vs-gladbach/,sports match report,RB Leipzig 3-0 Borussia Mönchengladbach: Result & Scorers | BRYME,63,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/bundesliga/reports/mainz-vs-paderborn/,sports match report,Mainz 05 0-0 SC Paderborn: Result & Scorers | BRYME,47,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/bundesliga/reports/union-berlin-vs-frankfurt/,sports match report,Union Berlin 3-3 Eintracht Frankfurt: Result & Scorers | BRYME,77,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/matches/barcelona-vs-athletic-bilbao/,sports match page,"Barcelona v Athletic Club — Preview, Form & Prediction | BRYME",32,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_DATA_AND_TEMPLATE_PASS,P0,Programmatic match page is undiscoverable in HTML and depends on the currently unreliable sports data pipeline.
/sports/la-liga/matches/celta-vigo-vs-osasuna/,sports match page,"Celta Vigo v Osasuna — Preview, Form & Prediction | BRYME",32,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_DATA_AND_TEMPLATE_PASS,P0,Programmatic match page is undiscoverable in HTML and depends on the currently unreliable sports data pipeline.
/sports/la-liga/matches/real-madrid-vs-real-sociedad/,sports match page,"Real Madrid v Real Sociedad — Preview, Form & Prediction | BRYME",33,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_DATA_AND_TEMPLATE_PASS,P0,Programmatic match page is undiscoverable in HTML and depends on the currently unreliable sports data pipeline.
/sports/la-liga/reports/barcelona-vs-rayo-vallecano/,sports match report,Barcelona 5-2 Rayo Vallecano: Result & Scorers | BRYME,76,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/celta-vigo-vs-athletic-bilbao/,sports match report,Celta Vigo 0-2 Athletic Club: Result & Scorers | BRYME,61,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/deportivo-vs-valencia/,sports match report,Deportivo de La Coruña 3-1 Valencia: Result & Scorers | BRYME,72,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/levante-vs-real-betis/,sports match report,Levante 5-2 Real Betis: Result & Scorers | BRYME,84,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/osasuna-vs-getafe/,sports match report,Osasuna 1-0 Getafe: Result & Scorers | BRYME,52,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/real-madrid-vs-malaga/,sports match report,Real Madrid 4-0 Málaga: Result & Scorers | BRYME,67,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/real-sociedad-vs-espanyol/,sports match report,Real Sociedad 2-1 Espanyol: Result & Scorers | BRYME,62,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/sevilla-vs-atletico-madrid/,sports match report,Sevilla 1-3 Atlético Madrid: Result & Scorers | BRYME,66,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/la-liga/reports/valencia-vs-real-betis/,sports match report,Valencia 0-1 Real Betis: Result & Scorers | BRYME,54,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/auxerre-vs-angers/,sports match report,AJ Auxerre 1-3 Angers SCO: Result & Scorers | BRYME,73,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/brest-vs-toulouse/,sports match report,Stade Brestois 2-2 Toulouse FC: Result & Scorers | BRYME,70,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/lorient-vs-troyes/,sports match report,FC Lorient 1-2 ESTAC Troyes: Result & Scorers | BRYME,65,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/lyon-vs-le-havre/,sports match report,Olympique Lyonnais 1-1 Le Havre AC: Result & Scorers | BRYME,64,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/monaco-vs-marseille/,sports match report,AS Monaco 2-0 Olympique de Marseille: Result & Scorers | BRYME,64,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/paris-fc-vs-nice/,sports match report,Paris FC 3-0 OGC Nice: Result & Scorers | BRYME,65,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/rennes-vs-le-mans/,sports match report,Stade Rennais 3-2 Le Mans FC: Result & Scorers | BRYME,77,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/ligue-1/reports/strasbourg-vs-lens/,sports match report,RC Strasbourg 2-1 RC Lens: Result & Scorers | BRYME,65,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/fixtures/,sports fixtures,Premier League Fixtures 2026/27: All 380 Matches | BRYME,7,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,RETAIN_AFTER_DATA_FIX_AND_LINK,P1,"Potentially useful league utility, but currently not linked from the Premier League hub and the data pipeline is unreliable."
/sports/premier-league/reports/aston-villa-vs-arsenal/,sports match report,Aston Villa 0-1 Arsenal: Result & Scorers | BRYME,54,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/bournemouth-vs-everton/,sports match report,AFC Bournemouth 1-1 Everton: Result & Scorers | BRYME,59,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/chelsea-vs-brighton/,sports match report,Chelsea 4-3 Brighton & Hove Albion: Result & Scorers | BRYME,82,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/coventry-vs-hull/,sports match report,Coventry City 0-1 Hull City: Result & Scorers | BRYME,57,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/leeds-vs-brentford/,sports match report,Leeds United 1-1 Brentford: Result & Scorers | BRYME,58,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/liverpool-vs-nottingham-forest/,sports match report,Liverpool 2-2 Nottingham Forest: Result & Scorers | BRYME,66,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/man-united-vs-ipswich/,sports match report,Manchester United 5-2 Ipswich Town: Result & Scorers | BRYME,82,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/sunderland-vs-fulham/,sports match report,Sunderland 1-0 Fulham: Result & Scorers | BRYME,51,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/reports/tottenham-vs-newcastle/,sports match report,Tottenham Hotspur 0-2 Newcastle United: Result & Scorers | BRYME,61,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/premier-league/results/,sports results,Premier League Results 2026/27 | BRYME,7,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,RETAIN_AFTER_DATA_FIX_AND_LINK,P1,"Potentially useful league utility, but currently not linked from the Premier League hub and the data pipeline is unreliable."
/sports/serie-a/reports/atalanta-vs-bologna/,sports match report,Atalanta 1-0 Bologna: Result & Scorers | BRYME,52,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/cagliari-vs-inter/,sports match report,Cagliari 0-1 Inter Milan: Result & Scorers | BRYME,54,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/fiorentina-vs-frosinone/,sports match report,Fiorentina 0-3 Frosinone: Result & Scorers | BRYME,59,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/juventus-vs-parma/,sports match report,Juventus 2-0 Parma: Result & Scorers | BRYME,55,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/lazio-vs-genoa/,sports match report,Lazio 1-0 Genoa: Result & Scorers | BRYME,51,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/lecce-vs-roma/,sports match report,Lecce 0-4 Roma: Result & Scorers | BRYME,63,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/monza-vs-udinese/,sports match report,Monza 2-3 Udinese: Result & Scorers | BRYME,68,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/napoli-vs-como/,sports match report,Napoli 1-2 Como: Result & Scorers | BRYME,59,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/sports/serie-a/reports/sassuolo-vs-torino/,sports match report,Sassuolo 2-1 Torino: Result & Scorers | BRYME,60,False,0,NO_SITEMAP_AND_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_ARCHIVE_OR_DELETE,P0,Generated 47–94-word match report; no indexable HTML inlink and insufficient standalone editorial value.
/tech/ai-coding/,tech topic hub,AI coding | BRYME,21,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/ai-image-video/,tech topic hub,AI image & video | BRYME,25,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/ai-tutorials/,tech topic hub,AI tutorials | BRYME,23,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/automation/,tech topic hub,Automation | BRYME,20,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/developer-tools/,tech topic hub,Developer tools | BRYME,19,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/internet-tools/,tech topic hub,Internet tools | BRYME,15,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/new-tech/,tech topic hub,New tech | BRYME,25,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
/tech/website-building/,tech topic hub,Website building | BRYME,20,True,0,SITEMAP_ONLY_NO_HTML_INLINKS,INDEXABLE_SELF_CANONICAL,NOINDEX_UNTIL_POPULATED_OR_MERGED,P0,Empty/thin topic hub with no HTML inlinks; consolidate the taxonomy or publish enough reviewed child content first.
